code,country,region,value
076035162,Brazil,"Cajati, Jacupiranga",41.63999939
076035163,Brazil,"Pederneiras, Boracéia",53.20999908
076035164,Brazil,"Capela do Alto, Araçoiaba da Serra",49.27999878
076035165,Brazil,"Vera Cruz, Júlio Mesquita, Álvaro de Carvalho, Pirajuí, Balbinos",39.88000107
076035166,Brazil,"Bariri, Itapuí",46.27999878
076035167,Brazil,Rio Grande da Serra,66.19999695
076035168,Brazil,"Piquete, Cachoeira Paulista",70.79000092
076035169,Brazil,"Santa Lúcia, Rincão, Luís Antônio, São Simão",57.72999954
076035170,Brazil,"Uchoa, Tabapuã, Novais, Cajobi, Embaúba, Paraíso",56.81999969
076035171,Brazil,Itupeva,56.02999878
076035172,Brazil,Garça,55.15999985
076035173,Brazil,"Altinópolis, Patrocínio Paulista, Santo Antônio da Alegria, Cássia dos Coqueiros, Itirapuã",53.75
076035174,Brazil,Pedreira,55.29999924
076035175,Brazil,"Guaimbê, Cafelândia, Adolfo, Guarantã, Sabino, Pongaí, Uru",46.52999878
076035176,Brazil,Paraguaçu Paulista,53.68000031
076035177,Brazil,"Potirendaba, Cedral, Ibirá, Catiguá",51.47999954
076035178,Brazil,"Tapiratiba, Divinolândia, Caconde",47.63000107
076035179,Brazil,"Pindorama, Palmares Paulista, Ariranha, Vista Alegre do Alto",46.34999847
076035180,Brazil,"Nazaré Paulista, Piracaia",42.02000046
076035181,Brazil,Salto de Pirapora,52.06999969
076035182,Brazil,"Santo Anastácio, Ribeirão dos Índios, Junqueirópolis",51.84999847
076035183,Brazil,Presidente Epitácio,61.59999847
076035184,Brazil,"Cesário Lange, Laranjal Paulista",54.29000092
076035185,Brazil,Tremembé,50.68999863
076035186,Brazil,Cerquilho,56.04999924
076035187,Brazil,"Juquiá, Miracatu",40.97999954
076035188,Brazil,Vargem Grande do Sul,36.36000061
076035189,Brazil,"Piraju, Bernardino de Campos",59.04999924
076035190,Brazil,"Timburi, Fartura, Barão de Antonina, Itaporanga, Sarutaiá",50.50999832
076035191,Brazil,"Boa Esperança do Sul, Bocaina, Trabiju, Ribeirão Bonito",40.91999817
076035192,Brazil,Pontal,31.76000023
076035193,Brazil,Serrana,50.66999817
076035194,Brazil,Orlândia,62.63000107
076035195,Brazil,"Marabá Paulista, Mirante do Paranapanema, Caiuá, Sandovalina, Piquerobi, Estrela do Norte",48.20999908
076035196,Brazil,Presidente Venceslau,63.08000183
076035197,Brazil,Socorro,45.04000092
076035198,Brazil,Jardinópolis,50.15999985
076035199,Brazil,"Serra Azul, Santa Cruz da Esperança, Cajuru",33.90999985
076035200,Brazil,"Barrinha, Dumont",47.18000031
076035201,Brazil,"Palmital, Ibirarema, Salto Grande",56.54000092
076035202,Brazil,Novo Horizonte,44.86999893
076035203,Brazil,Louveira,54.90000153
076035204,Brazil,"Paranapanema, Buri",45.04000092
076035205,Brazil,"São Pedro do Turvo, Ubirajara, Gália, Lucianópolis, Fernão, Presidente Alves, Cabrália Paulista, Avaí",44.13000107
076035206,Brazil,"Indiaporã, Macedônia, Pedranópolis, Mira Estrela, Cardoso, Riolândia",44.56000137
076035207,Brazil,"Salmourão, Guararapes",56.83000183
076035208,Brazil,"General Salgado, Estrela d'Oeste, Ouroeste, São João de Iracema, São João das Duas Pontes, Nova Castilho, Guarani d'Oeste",61.02000046
076035209,Brazil,"Sarapuí, Pilar do Sul",38.61000061
076035210,Brazil,"Severínia, Monte Azul Paulista",49.81000137
076035211,Brazil,Barra Bonita,61.54000092
076035212,Brazil,"Parapuã, Rinópolis, Piacatu, Iacri, Gabriel Monteiro",48.77999878
076035213,Brazil,"Tejupá, Itaí, Arandu",41.47999954
076035214,Brazil,Adamantina,68.36000061
076035215,Brazil,"Monte Aprazível, Poloni, Bálsamo",57.22999954
076035216,Brazil,"Nhandeara, Macaubal, Sebastianópolis do Sul, Cosmorama, Américo de Campos",54.31999969
076035217,Brazil,"Itirapina, Analândia, Ipeúna, Corumbataí, Santa Cruz da Conceição",44.84000015
076035218,Brazil,"Buritizal, Jeriquara, Pedregulho, Rifaina, Cristais Paulista",50.27999878
076035219,Brazil,Américo Brasiliense,55.83000183
076035220,Brazil,"Caiabu, Martinópolis, Mariápolis, Sagres",49.25999832
076035221,Brazil,"Dois Córregos, Dourado",53.47999954
076035222,Brazil,Aparecida,65.43000031
076035223,Brazil,"Jambeiro, Paraibuna, Redenção da Serra, Natividade da Serra",46.40000153
076035224,Brazil,Cravinhos,57.31000137
076035225,Brazil,Ibaté,40.88999939
076035226,Brazil,"Taguaí, Taquarituba",46.75999832
076035227,Brazil,Aguaí,32.49000168
076035228,Brazil,São Miguel Arcanjo,37.66999817
076035229,Brazil,"Brotas, Torrinha",53.68000031
076035230,Brazil,"Canitar, Chavantes, Ipaussu",49.08000183
076035231,Brazil,Cândido Mota,52.70000076
076035232,Brazil,"Orindiúva, Onda Verde, Icém, Altair, Guaraci",52.09000015
076035233,Brazil,Descalvado,60.31999969
076035234,Brazil,Osvaldo Cruz,62.36000061
076035235,Brazil,Santa Cruz das Palmeiras,40.88000107
076035236,Brazil,"Salesópolis, Santa Branca",54.09000015
076035237,Brazil,"Urupês, Marapoama, Itajobi",51.38000107
076035238,Brazil,"Presidente Bernardes, Tarabai, Emilianópolis, Alfredo Marcondes, Santo Expedito",62.41999817
076035239,Brazil,Ilhabela,45.84999847
076035240,Brazil,"Riversul, Coronel Macedo, Itaberá",43.72000122
076035241,Brazil,Juquitiba,51.99000168
076035242,Brazil,Santa Fé do Sul,61.43999863
076035243,Brazil,Iperó,50.84000015
076035244,Brazil,"Rubinéia, Santa Clara d'Oeste, Santa Rita d'Oeste, Santana da Ponte Pensa, Santa Albertina, Mesópolis, Paranapuã, Populina, Dolcinópolis, Turmalina",57.13000107
076035245,Brazil,Casa Branca,44.18999863
076035246,Brazil,Rio das Pedras,60.70000076
076035247,Brazil,"Angatuba, Campina do Monte Alegre",44.72999954
076035248,Brazil,"Coroados, Braúna, Buritama, Brejo Alegre",56.20000076
076035249,Brazil,Biritiba-Mirim,52.81000137
076035250,Brazil,Igarapava,53.93000031
076035251,Brazil,"Itobi, São Sebastião da Grama, Águas da Prata",55
076035252,Brazil,Mirandópolis,44.06000137
076035253,Brazil,"Manduri, Cerqueira César",56.47000122
076035254,Brazil,"Macatuba, Areiópolis",50.13000107
076035255,Brazil,"Valparaíso, Bento de Abreu, Rubiácea",44.34000015
076035256,Brazil,"Nova Luzitânia, Lourdes, Glicério, Gastão Vidigal, Turiúba, Monções, Zacarias, Planalto, União Paulista",50.20000076
076035257,Brazil,Serra Negra,47.54000092
076035258,Brazil,"Colina, Terra Roxa",55.00999832
076035259,Brazil,"Pracinha, Lucélia, Inúbia Paulista",50.93999863
076035260,Brazil,"Iporanga, Barra do Turvo, Eldorado",42.31000137
076035261,Brazil,"Monte Alegre do Sul, Pinhalzinho, Pedra Bela",46.81999969
076035262,Brazil,"Nuporanga, São José da Bela Vista, Ribeirão Corrente, Restinga",48.38999939
076035263,Brazil,Conchal,42.65000153
076035264,Brazil,"Guareí, Torre de Pedra, Porangaba",26.12000084
076035265,Brazil,"Aramina, Miguelópolis",48.06000137
076035266,Brazil,"Pedro de Toledo, Itariri",34.61000061
076035267,Brazil,Santa Rita do Passa Quatro,56.61000061
076035268,Brazil,Guararema,56.54999924
076035269,Brazil,"Álvares Florence, Pontes Gestal, Palestina, Paulo de Faria",44.06000137
076035270,Brazil,"São Luís do Paraitinga, Roseira, Lagoinha",52.5
076035271,Brazil,Pirapozinho,61.5
076035272,Brazil,"Duartina, Piratininga",64.26999664
076035273,Brazil,"Lindóia, Águas de Lindóia",51.59000015
076035274,Brazil,Tanabi,58.77999878
076035275,Brazil,"Narandiba, Anhumas, Taciba, Nantes, Iepê",56.56999969
076035276,Brazil,Santa Rosa de Viterbo,55.86999893
076035277,Brazil,"Lavrinhas, Silveiras, Queluz",54.52000046
076035278,Brazil,"Mendonça, Sales, Nova Aliança, Irapuã",51.16999817
076035279,Brazil,"Mirassolândia, Nova Granada",57.65999985
076035280,Brazil,"Santópolis do Aguapeí, Clementina, Bilac, Luiziânia",47.20999908
076035281,Brazil,Álvares Machado,49.84000015
076035282,Brazil,Jarinu,51.77999878
076035283,Brazil,"Flora Rica, Flórida Paulista, Lavínia",31.21999931
076035284,Brazil,"Conchas, Pereiras",35.70999908
076035285,Brazil,"Regente Feijó, Indiana",65.61000061
076035286,Brazil,"Itatinga, Pardinho",50.52999878
076035287,Brazil,Tambaú,49.02000046
076035288,Brazil,Igaraçu do Tietê,41.88000107
076035289,Brazil,"Reginópolis, Borborema",49.52000046
076035290,Brazil,"Pirangi, Taiaçu, Taiúva",53.40999985
076035291,Brazil,"Panorama, Ouro Verde",50.27000046
076035292,Brazil,Cunha,31.45000076
076035293,Brazil,Santa Gertrudes,46.54000092
076035294,Brazil,Cordeirópolis,53.29000092
076035295,Brazil,"Borá, Quintana, Lutécia, Echaporã, Oscar Bressane, Platina",55.95999908
076035296,Brazil,"Maracaí, Pedrinhas Paulista, Cruzália, Florínia",54.79000092
076035297,Brazil,"Monteiro Lobato, Santo Antônio do Pinhal, São Bento do Sapucaí",48.31999969
076035298,Brazil,Brodowski,51.06000137
076035299,Brazil,"Iacanga, Arealva, Itaju",47.33000183
076035300,Brazil,"Joanópolis, Igaratá",34.31999969
076035301,Brazil,"Meridiano, Magda, Floreal, Valentim Gentil",61.02999878
076035302,Brazil,"Irapuru, Pacaembu",34.04999924
076035303,Brazil,"Campos Novos Paulista, Ocauçu, Ribeirão do Sul, Lupércio, Alvinlândia",53.56999969
076035304,Brazil,"Bofete, Anhembi, Santa Maria da Serra",40.18000031
076035305,Brazil,"Sete Barras, Tapiraí",36.11000061
076035306,Brazil,"Areias, São José do Barreiro, Arapeí, Bananal",46.99000168
076035307,Brazil,Bastos,64.08999634
076035308,Brazil,Iracemápolis,56.99000168
076035309,Brazil,Santo Antônio de Posse,55.08000183
076041001,Brazil,Curitiba,70.29000092
076041002,Brazil,"Londrina, Tamarana",63.33000183
076041003,Brazil,Maringá,72.12000275
076041004,Brazil,"Santa Tereza do Oeste, Cascavel, Lindoeste, Cafelândia",58.77000046
076041005,Brazil,Ponta Grossa,57.68999863
076041006,Brazil,"Foz do Iguaçu, Santa Terezinha de Itaipu",55.27999878
076041007,Brazil,São José dos Pinhais,59.81000137
076041008,Brazil,"Marquinho, Candói, Cantagalo, Foz do Jordão, Goioxim, Guarapuava, Campina do Simão, Turvo",45.38999939
076041009,Brazil,Colombo,46.5
076041010,Brazil,"Pinhais, Piraquara",47.36000061
076041011,Brazil,"Paranaguá, Pontal do Paraná",54.54999924
076041012,Brazil,"São Pedro do Iguaçu, Ouro Verde do Oeste, Toledo",56.00999832
076041013,Brazil,"Campo Magro, Almirante Tamandaré",46.45000076
076041014,Brazil,Apucarana,51.97000122
076041015,Brazil,Araucária,51.34999847
076041016,Brazil,"Alto Paraíso, Umuarama, Ivaté, Perobal",58.84999847
076041017,Brazil,"Marialva, Sarandi",39.25999832
076041018,Brazil,Campo Largo,53.65999985
076041019,Brazil,Arapongas,54.61999893
076041020,Brazil,"Mandirituba, Fazenda Rio Grande",41.27999878
076041021,Brazil,"Farol, Campo Mourão, Luiziana",58.59999847
076041022,Brazil,Cambé,49.22999954
076041023,Brazil,"Carambeí, Castro",43.45999908
076041024,Brazil,"Imbaú, Telêmaco Borba",52.04000092
076041025,Brazil,Paranavaí,64.01000214
076041026,Brazil,Francisco Beltrão,63.79999924
076041027,Brazil,"Campina Grande do Sul, Quatro Barras, Morretes",52.70000076
076041028,Brazil,"Mato Rico, Santa Maria do Oeste, Pitanga, Nova Tebas, Manoel Ribas, Boa Ventura de São Roque",46.5
076041029,Brazil,"Bom Sucesso do Sul, Pato Branco",66.68000031
076041030,Brazil,Cianorte,56.45999908
076041031,Brazil,"Entre Rios do Oeste, Marechal Cândido Rondon, Pato Bragado, Mercedes, Quatro Pontes",62.45000076
076041032,Brazil,"Nova Laranjeiras, Rio Bonito do Iguaçu, Laranjeiras do Sul, Porto Barreiro, Virmond",37.83000183
076041033,Brazil,"Prudentópolis, Ivaí",40.81999969
076041034,Brazil,"Pitangueiras, Rolândia",53.52999878
076041035,Brazil,"Assis Chateaubriand, Tupãssi, Jesuítas, Formosa do Oeste, Iracema do Oeste",51.04000092
076041036,Brazil,"Grandes Rios, Cândido de Abreu, Rio Branco do Ivaí, Rosário do Ivaí, Reserva",27.37999916
076041037,Brazil,"Barra do Jacaré, Santo Antônio da Platina, Joaquim Távora",52.86000061
076041038,Brazil,"Tuneiras do Oeste, Campina da Lagoa, Juranda, Janiópolis, Boa Esperança, Mamborê",49.81000137
076041039,Brazil,Irati,54.52999878
076041040,Brazil,"Rebouças, São Mateus do Sul",47.43000031
076041041,Brazil,"Itaperuçu, Rio Branco do Sul",28.45000076
076041042,Brazil,União da Vitória,44.63000107
076041043,Brazil,"Lapa, Campo do Tenente",43.29999924
076041044,Brazil,"Pérola d'Oeste, Pranchita, Santo Antônio do Sudoeste, Bela Vista da Caroba, Bom Jesus do Sul, Barracão, Pinhal de São Bento",41.84999847
076041045,Brazil,"Coronel Domingos Soares, Palmas",30.79000092
076041046,Brazil,"Quarto Centenário, Goioerê, Moreira Sales, Rancho Alegre D'Oeste",42.79000092
076041047,Brazil,Ibiporã,55.54999924
076041048,Brazil,Cornélio Procópio,61.90999985
076041049,Brazil,"Palmeira, Porto Amazonas, Balsa Nova",40.40999985
076041050,Brazil,"Medianeira, Serranópolis do Iguaçu",57.59999847
076041051,Brazil,"Doutor Ulysses, Cerro Azul, Bocaiúva do Sul, Adrianópolis, Tunas do Paraná",22.84000015
076041052,Brazil,"São Pedro do Ivaí, Godoy Moreira, São João do Ivaí, Jardim Alegre, Lunardelli, Lidianópolis",44.11000061
076041053,Brazil,"Diamante D'Oeste, Ramilândia, Vera Cruz do Oeste, Matelândia, Céu Azul",51.38999939
076041054,Brazil,"Quatiguá, Wenceslau Braz, Siqueira Campos",46.52000046
076041055,Brazil,"Ibaiti, Japira, Jaboti, Pinhalão",47.34000015
076041056,Brazil,"Araruna, Peabiru, Corumbataí do Sul, Barbosa Ferraz",53.79999924
076041057,Brazil,"Assaí, Santa Cecília do Pavão, Nova Santa Bárbara, São Sebastião da Amoreira, Nova América da Colina, Nova Fátima",52.83000183
076041058,Brazil,"Quitandinha, Contenda, Piên",39.20000076
076041059,Brazil,"Boa Esperança do Iguaçu, Dois Vizinhos, Cruzeiro do Iguaçu",58.09999847
076041060,Brazil,"Nova Santa Rosa, Palotina, Maripá",64.22000122
076041061,Brazil,"Porecatu, Florestópolis, Bela Vista do Paraíso",51.74000168
076041062,Brazil,"Alto Paraná, Nova Esperança",45.06000137
076041063,Brazil,"Nova Aurora, Corbélia, Anahy, Braganey, Iguatu",50.65000153
076041064,Brazil,"Nova Esperança do Sudoeste, Enéas Marques, São Jorge d'Oeste, Verê, São João",49.61000061
076041065,Brazil,"Mallet, Rio Azul, Paula Freitas, Paulo Frontin",43.25
076041066,Brazil,"Arapuã, Ivaiporã, Ariranha do Ivaí",43.02999878
076041067,Brazil,"Iporã, Xambrê, Cafezal do Sul, Brasilândia do Sul, Alto Piquiri",40.88999939
076041068,Brazil,Jacarezinho,59.52000046
076041069,Brazil,"Altônia, São Jorge do Patrocínio, Esperança Nova, Pérola",48.45999908
076041070,Brazil,"Santa Helena, Missal, São José das Palmeiras",48.90000153
076041071,Brazil,"Reserva do Iguaçu, Pinhão",27.02000046
076041072,Brazil,"Munhoz de Melo, Jaguapitã, Lupionópolis, Centenário do Sul, Miraselva, Prado Ferreira",43.93000031
076041073,Brazil,"Santa Izabel do Oeste, Nova Prata do Iguaçu, Salto do Lontra",52.40000153
076041074,Brazil,"Renascença, Vitorino, Mariópolis, Clevelândia",46.43999863
076041075,Brazil,"Nova Olímpia, Tapejara, Cidade Gaúcha, Indianópolis, São Manoel do Paraná",46.29000092
076041076,Brazil,"Alvorada do Sul, Primeiro de Maio, Sertanópolis",48.43000031
076041077,Brazil,"Tapira, Planaltina do Paraná, Rondon, Amaporã, Guaporema, Guairaçá, Mirador, Nova Aliança do Ivaí",43.25
076041078,Brazil,Paiçandu,46.79999924
076041079,Brazil,"Ribeirão Claro, Carlópolis, Salto do Itararé, Santana do Itararé",45.63999939
076041080,Brazil,"Guamiranga, Imbituva",34.61000061
076041081,Brazil,"Quedas do Iguaçu, Espigão Alto do Iguaçu",41.97000122
076041082,Brazil,"Itaipulândia, São Miguel do Iguaçu",41.36999893
076041083,Brazil,"Bituruna, General Carneiro, Porto Vitória",34.15000153
076041084,Brazil,"Realeza, Ampére",54.47999954
076041085,Brazil,"Santa Cruz de Monte Castelo, Douradina, Maria Helena, Santa Isabel do Ivaí, Santa Mônica",47.16999817
076041086,Brazil,"Sertaneja, Rancho Alegre, Leópolis, Santa Mariana, Itambaracá",53.11999893
076041087,Brazil,Jaguariaíva,39.22000122
076041088,Brazil,"Altamira do Paraná, Nova Cantu, Laranjal, Palmital",35.54999924
076041089,Brazil,"Santo Antônio do Caiuá, Inajá, Paranapoema, Jardim Olinda, Itaguajé, Santa Inês, Santo Inácio, Nossa Senhora das Graças, Cafeara, Guaraci",48.34000015
076041090,Brazil,Bandeirantes,59.22999954
076041091,Brazil,"Capanema, Planalto",50.43999863
076041092,Brazil,Mandaguari,55.33000183
076041093,Brazil,"Itapejara d'Oeste, Coronel Vivida",55.49000168
076041094,Brazil,Guaratuba,50.31000137
076041095,Brazil,Guaíra,47.22999954
076041096,Brazil,Rio Negro,48.75999832
076041097,Brazil,"Ipiranga, Fernandes Pinheiro, Teixeira Soares",27.67000008
076041098,Brazil,"Astorga, Sabáudia",43.52000046
076041099,Brazil,"Ortigueira, Sapopema",20.15999985
076041100,Brazil,"Mariluz, Cruzeiro do Oeste",54.5
076041101,Brazil,Matinhos,43.81000137
076041102,Brazil,"Cruz Machado, Inácio Martins",30.88999939
076041103,Brazil,"Tibagi, Ventania",36.95000076
076041104,Brazil,"Sulina, Chopinzinho, Saudade do Iguaçu",50.09999847
076041105,Brazil,"Três Barras do Paraná, Catanduvas, Ibema",41.49000168
076041106,Brazil,"Antonina, Guaraqueçaba",31.79999924
076041107,Brazil,"Quinta do Sol, Fênix, Itambé, Bom Sucesso, Marumbi",48.11999893
076041108,Brazil,"Paraíso do Norte, Japurá, São Carlos do Ivaí",47.52000046
076041109,Brazil,"Capitão Leônidas Marques, Santa Lúcia, Boa Vista da Aparecida",46.22000122
076041110,Brazil,"Marilândia do Sul, Califórnia, Mauá da Serra",39.20999908
076041111,Brazil,"Icaraíma, Querência do Norte, Porto Rico, São Pedro do Paraná",38.27000046
076041112,Brazil,"Salgado Filho, Manfrinópolis, Flor da Serra do Sul, Marmeleiro",43.75
076041113,Brazil,Arapoti,56.36000061
076041114,Brazil,"São José da Boa Vista, Sengés",26.85000038
076041115,Brazil,"São João do Caiuá, Cruzeiro do Sul, Paranacity, Lobato",46.81000137
076041116,Brazil,"Ribeirão do Pinhal, Santa Amélia, Abatiá",44.86999893
076041117,Brazil,"Diamante do Norte, Itaúna do Sul, Terra Rica",44.84000015
076041118,Brazil,Cambará,60.00999832
076041119,Brazil,"Engenheiro Beltrão, Ivatuba, Floresta",49.38999939
076041120,Brazil,"Honório Serpa, Mangueirinha",39.24000168
076041121,Brazil,Piraí do Sul,44.59000015
076041122,Brazil,"Terra Roxa, Francisco Alves",51.90999985
076041123,Brazil,"Jataizinho, Uraí",45.70000076
076041124,Brazil,"Agudos do Sul, Tijucas do Sul",38.65999985
076041125,Brazil,"Cruzmaltina, Rio Bom, Faxinal",39.88999939
076041126,Brazil,"Kaloré, Borrazópolis, Cambira, Novo Itacolomi",57.36000061
076041127,Brazil,"Campo Bonito, Guaraniaçu, Diamante do Sul",35.90000153
076041128,Brazil,Colorado,45.93000031
076041129,Brazil,"Terra Boa, Doutor Camargo",55.58000183
076041130,Brazil,"Roncador, Iretama",32.08000183
076041131,Brazil,"São Jerônimo da Serra, Santo Antônio do Paraíso, Congonhinhas",29.77000046
076041132,Brazil,"Curiúva, Figueira",37.22000122
076041133,Brazil,Ubiratã,52.38999939
076041134,Brazil,Loanda,51.09000015
076041135,Brazil,"São João do Triunfo, Antônio Olinto",32.36000061
076041136,Brazil,"Tamboara, Floraí, Presidente Castelo Branco, Uniflor, Atalaia",55.09000015
076041137,Brazil,"São Tomé, Jussara, São Jorge do Ivaí, Ourizona",49.93999863
076041138,Brazil,Mandaguaçu,41.93999863
076041139,Brazil,Jandaia do Sul,49.65999985
076041140,Brazil,"Marilena, Nova Londrina",46.88999939
076041141,Brazil,Andirá,54.47000122
076041142,Brazil,"Jundiaí do Sul, Conselheiro Mairinck, Guapirama, Tomazina",44.5
076041143,Brazil,"Flórida, Ângulo, Iguaraçu, Santa Fé",54.31000137
076042001,Brazil,Joinville,70.05999756
076042002,Brazil,Florianópolis,78.08000183
076042003,Brazil,Blumenau,62.09000015
076042004,Brazil,"Forquilhinha, Criciúma",61.45999908
076042005,Brazil,"São Pedro de Alcântara, São José",67.06999969
076042006,Brazil,"Capão Alto, Lages, Correia Pinto, Palmeira, Painel, Otacílio Costa, Bocaina do Sul, Atalanta, Petrolândia",53.81999969
076042007,Brazil,"Nova Itaberaba, Guatambú, Chapecó, Cordilheira Alta",61.59999847
076042008,Brazil,Itajaí,60.41999817
076042009,Brazil,Jaraguá do Sul,67.31999969
076042010,Brazil,Palhoça,61.25
076042011,Brazil,"Três Barras, Mafra, Rio Negrinho, Corupá",50.88999939
076042012,Brazil,"Tubarão, Capivari de Baixo",66.41999817
076042013,Brazil,Balneário Camboriú,68.62999725
076042014,Brazil,Brusque,55.25999832
076042015,Brazil,"Capinzal, Zortéa, Erval Velho, Campos Novos, Tangará, Ibiam, Abdon Batista, Vargem, Monte Carlo, Brunópolis",49.29999924
076042016,Brazil,"Apiúna, Ascurra, Rodeio, Indaial",48.38000107
076042017,Brazil,"Concórdia, Arabutã, Lindóia do Sul",69.36000061
076042018,Brazil,"Araranguá, Balneário Arroio do Silva, Maracajá",59.36999893
076042019,Brazil,"Morro da Fumaça, Içara",44.68999863
076042020,Brazil,"Guabiruba, Gaspar",46.93000031
076042021,Brazil,"Ipuaçu, Xanxerê, Abelardo Luz, Bom Jesus, Ouro Verde",51.47999954
076042022,Brazil,São Bento do Sul,64.37999725
076042023,Brazil,"Macieira, Caçador",48.61999893
076042024,Brazil,"Biguaçu, Governador Celso Ramos",57.22000122
076042025,Brazil,"Matos Costa, Calmon, Irineópolis, Timbó Grande, Lebon Régis, Santa Cecília, Major Vieira, Rio do Campo",33.65999985
076042026,Brazil,Camboriú,33.88999939
076042027,Brazil,Navegantes,54.38000107
076042028,Brazil,Rio do Sul,60.27999878
076042029,Brazil,"Canoinhas, Bela Vista do Toldo",57.29000092
076042030,Brazil,"Imbituba, Garopaba",59.66999817
076042031,Brazil,"Irati, União do Oeste, Jardinópolis, Águas Frias, Coronel Freitas, Formosa do Sul, Quilombo, Jupiá, Galvão, Santiago do Sul, Coronel Martins, São Domingos",51.34999847
076042032,Brazil,Laguna,57.83000183
076042033,Brazil,"Schroeder, Guaramirim",48.77000046
076042034,Brazil,"Iomerê, Videira",59.18000031
076042035,Brazil,"Frei Rogério, Curitibanos, Ponte Alta do Norte, São Cristovão do Sul",46.72999954
076042036,Brazil,Itapema,54.43999863
076042037,Brazil,"Paraíso, Bandeirante, São Miguel do Oeste, Barra Bonita",66.52999878
076042038,Brazil,"Nova Veneza, Siderópolis, Treviso, Lauro Muller",54.95999908
076042039,Brazil,"São João do Itaperiú, Balneário Piçarras, Barra Velha",51.24000168
076042040,Brazil,São Francisco do Sul,55.68999863
076042041,Brazil,"Santa Rosa do Sul, Sombrio, Balneário Gaivota",44.72999954
076042042,Brazil,"Garuva, Itapoá, Campo Alegre",53.04000092
076042043,Brazil,"Canelinha, Tijucas",48.79000092
076042044,Brazil,"Rio das Antas, Fraiburgo",40.41999817
076042045,Brazil,"Braço do Norte, São Ludgero",57.18000031
076042046,Brazil,"Jacinto Machado, Timbé do Sul, Turvo, Morro Grande, Ermo, Meleiro",49.09999847
076042047,Brazil,"Flor do Sertão, São Miguel da Boa Vista, Maravilha, Tigrinhos, Bom Jesus do Oeste, Modelo, Serra Alta, Sul Brasil",56.97000122
076042048,Brazil,"Ponte Alta, Mirim Doce, Taió, Witmarsum, Rio do Oeste, Dona Emma",47.29999924
076042049,Brazil,"Massaranduba, Luiz Alves, Ilhota",43.54000092
076042050,Brazil,"São José do Cedro, Dionísio Cerqueira, Princesa, Guarujá do Sul",49.18000031
076042051,Brazil,Timbó,61.79999924
076042052,Brazil,"Urussanga, Cocal do Sul",61.93000031
076042053,Brazil,"Santa Helena, Belmonte, Descanso, Iraceminha, Caibi, Cunha Porã",56.54000092
076042054,Brazil,"Salete, Vitor Meireles, José Boiteux, Ibirama",43.18000031
076042055,Brazil,Porto União,62.02999878
076042056,Brazil,"Pouso Redondo, Braço do Trombudo, Agrolândia, Trombudo Central",50.90000153
076042057,Brazil,"Araquari, Balneário Barra do Sul",44.86000061
076042058,Brazil,"Joaçaba, Luzerna",69.19999695
076042059,Brazil,"Orleans, Pedras Grandes, Treze de Maio",52.77000046
076042060,Brazil,"Celso Ramos, Anita Garibaldi, Cerro Negro, Campo Belo do Sul, São José do Cerrito",35.45000076
076042061,Brazil,"Marema, Entre Rios, Xaxim, Lajeado Grande",50.52000046
076042062,Brazil,"Porto Belo, Bombinhas",48.40999985
076042063,Brazil,"Gravatal, Armazém, Imaruí",50.59999847
076042064,Brazil,"Ituporanga, Chapadão do Lageado, Imbuia",46.54999924
076042065,Brazil,"Irani, Jaborá, Vargem Bonita, Presidente Castello Branco, Catanduvas",52.36000061
076042066,Brazil,"Palmitos, Cunhataí, São Carlos",50.84000015
076042067,Brazil,"Santa Terezinha, Itaiópolis",42.15000153
076042068,Brazil,Pomerode,63.41999817
076042069,Brazil,"Bom Retiro, Alfredo Wagner, Leoberto Leal, Anitápolis, São Bonifácio",32.29999924
076042070,Brazil,"Jaguaruna, Sangão",37.63000107
076042071,Brazil,"Paial, Seara, Arvoredo, Itá",65.04000092
076042072,Brazil,"São Joaquim, Urupema",56.27999878
076042073,Brazil,"Palma Sola, Campo Erê, Santa Terezinha do Progresso, Saltinho, São Bernardino",36.02999878
076042074,Brazil,"Monte Castelo, Papanduva",36.65000153
076042075,Brazil,São João Batista,43.13999939
076042076,Brazil,"Itapiranga, Tunápolis, São João do Oeste",59.47000122
076042077,Brazil,"Xavantina, Faxinal dos Guedes, Ipumirim, Vargeão",48.43000031
076042078,Brazil,Penha,39.86000061
076042079,Brazil,"Presidente Nereu, Vidal Ramos, Botuverá, Nova Trento",39.97000122
076042080,Brazil,"Angelina, Major Gercino, Rancho Queimado, Águas Mornas, Antônio Carlos",39.08000183
076042081,Brazil,"Alto Bela Vista, Peritiba, Ipira, Piratuba, Ouro, Lacerdópolis",61.09000015
076042082,Brazil,"São Lourenço do Oeste, Novo Horizonte",57.54999924
076042083,Brazil,"Doutor Pedrinho, Rio dos Cedros, Benedito Novo",43.93000031
076042084,Brazil,"Iporã do Oeste, Mondaí, Riqueza",59.93999863
076042085,Brazil,"Ponte Serrada, Passos Maia, Água Doce",41.63000107
076042086,Brazil,"Guaraciaba, Anchieta, Romelândia",55.54000092
076042087,Brazil,"Saudades, Águas de Chapecó, Caxambu do Sul, Planalto Alegre",47.27999878
076042088,Brazil,"Pinhalzinho, Nova Erechim",60.75999832
076042089,Brazil,Herval d'Oeste,55.86999893
076042090,Brazil,"Praia Grande, São João do Sul, Passo de Torres",46.06999969
076042091,Brazil,"Treze Tílias, Salto Veloso, Ibicaré, Arroio Trinta, Pinheiro Preto",59.56000137
