code,country,region,value
188006004,Costa Rica,"Aguirre, Parrita",26.38999939
188006005,Costa Rica,"Esparza, Montes de Oro",41.08000183
188006006,Costa Rica,Osa,29.96999931
188007001,Costa Rica,"Pococí, Guácimo",29.12999916
188007002,Costa Rica,"Limón, Talamanca, Matina",34.22999954
188007003,Costa Rica,Siquirres,23.87999916
214001001,Dominican Republic,"Santo Domingo de Guzman, Santo Domingo Este, Santo Domingo oeste, Santo Domingo Norte, Boca Chica, San Antonio de Guerra, Los Alcarrizos, Pedro Brand",55.77000046
214002001,Dominican Republic,"Las Charcas, Las Yayas de Viajama, Padre las Casas, Peralta, Sabana Yegua, Pueblo Viejo, Tábara Arriba, Guayabal, Estebanía, Azua",34.52000046
214003001,Dominican Republic,"Neiba, Galvan",28.07999992
214003002,Dominican Republic,"Tamayo, Vicente Noble",25.05999947
214003003,Dominican Republic,"Villa Jaragua, Los Ríos, Postrer Río",33.97999954
214003004,Dominican Republic,"Barahona, El Peñon, La Cienaga, Fundación, Jaquimeyes",45.68999863
214003005,Dominican Republic,"Cabral, Las Salinas, Duvergé, Cristóbal, Mella",39.02000046
214003006,Dominican Republic,"Enriquillo, Paraiso, Polo",16.53000069
214003007,Dominican Republic,"Jimaní, La Descubierta",31.21999931
214005001,Dominican Republic,"Dajabón, Loma de Cabrera, Partido, El Pino, Restauración",39.43999863
214006001,Dominican Republic,"San Francisco de Macorís, Las Guáranas",46.52999878
214006002,Dominican Republic,"Arenoso, Villa Riva",27.96999931
214006003,Dominican Republic,"Castillo, Eugenio María de Hostos, Pimentel",43.97999954
214007001,Dominican Republic,"Comendador, El Llano, Banica, Hondo Valle, Juan Santiago, Pedro Santana",21.95999908
214008001,Dominican Republic,El Seibo,26.65999985
214008002,Dominican Republic,Miches,19.15999985
214008003,Dominican Republic,Hato Mayor,40.54000092
214008004,Dominican Republic,"Sabana de la Mar, El Valle",28.86000061
214009001,Dominican Republic,"Moca, Jamao al Norte, Cayetano Germosén",44.34000015
214009003,Dominican Republic,Gaspar Hernández,38.68999863
214011001,Dominican Republic,Higüey,33.93999863
214011002,Dominican Republic,San Rafael del Yuma,26.15999985
214011003,Dominican Republic,"La Romana, Guaymate, Villa Hermosa",41.06999969
214013001,Dominican Republic,"La Vega, Jima Abajo",42.43999863
214013002,Dominican Republic,Constanza,30.13999939
214013003,Dominican Republic,Jarabacoa,31.39999962
214013004,Dominican Republic,"Bonao, Maimón, Piedra Blanca",49.72000122
214014001,Dominican Republic,"Nagua, El Factor",40.08000183
214014002,Dominican Republic,"Cabrera, Río San Juan",42.41999817
214015001,Dominican Republic,"Monte Cristi, Pepillo Salcedo, Villa Vásquez",27.51000023
214015002,Dominican Republic,"Castañuelas, Guayubín, Las Matas de Santa Cruz",31.15999985
214016001,Dominican Republic,"Pedernales, Oviedo",19.20999908
214017001,Dominican Republic,Baní,26.75
214017002,Dominican Republic,Nizao,38.86999893
214017003,Dominican Republic,"San José de Ocoa, Sabana Larga, Rancho Arriba",35.56000137
214018001,Dominican Republic,"Puerto Plata, Villa Montellano, Tamboril",39.40999985
214018002,Dominican Republic,"Altamira, Guananico",38.38999939
214018003,Dominican Republic,Imbert,44.54999924
214018004,Dominican Republic,"Los Hidalgos, Luperón, Villa Isabela",31.28000069
214018005,Dominican Republic,Sosúa,29.84000015
214018006,Dominican Republic,"Santiago, Puñal, Sabana Iglesia",47.72999954
214018007,Dominican Republic,Bisonó,35.72000122
214018009,Dominican Republic,Licey Al Medio,48.36999893
214018010,Dominican Republic,"Jánico, San José de las Matas",32.22999954
214018011,Dominican Republic,Villa González,40.99000168
214019001,Dominican Republic,"Salcedo, Tenares, Villa Tapia",49.93999863
214020001,Dominican Republic,"Samaná, Sánchez, Las Terrenas",38.5
214021001,Dominican Republic,"San Cristóbal, Cambita Garabitos, San Gregorio de Nigua, Los Cacaos",44.09999847
214021003,Dominican Republic,Bajos de Haina,43.84000015
214021004,Dominican Republic,Villa Altagracia,40.25999832
214021005,Dominican Republic,"Yaguate, Sabana Grande de Palenque",36.65999985
214021006,Dominican Republic,"Monte Plata, Sabana Grande de Boya",38.06999969
214021007,Dominican Republic,Bayaguana,39.83000183
214021008,Dominican Republic,"Yamasá, Peralvillo",41.31999969
214022001,Dominican Republic,"San Juan, Bohechío, Juan de Herrera",36.27000046
214022002,Dominican Republic,"El Cercado, Vallejuelo",24.60000038
214022003,Dominican Republic,Las Matas de Farfán,33.74000168
214023001,Dominican Republic,"San Pedro de Macorís, Consuelo, Guayacanes, Ramón Santana",47.63999939
214023002,Dominican Republic,"Los Llanos, Quisqueya",36.72999954
214024001,Dominican Republic,"Cotuí, La Mata, Cevicos",45.38999939
214024003,Dominican Republic,Fantino,64.38999939
214026001,Dominican Republic,"San Ignacio de Sabaneta, Villa los Almácigos, Monción",42.47000122
214027001,Dominican Republic,Mao,31.37999916
214027002,Dominican Republic,Esperanza,26.98999977
214027003,Dominican Republic,Laguna Salada,30.06999969
218001001,Ecuador,Cuenca,58.06999969
218001002,Ecuador,"Gualaceo, Chordeleg",31.02000046
218001003,Ecuador,"Pucará, Santa Isabel, Camilo Ponce Enríquez",26.29000092
218001004,Ecuador,"Paute, El Pan, Sevilla de Oro, Guachapala",38.02000046
218001005,Ecuador,"Girón, Nabón, San Fernando, Oña",27.62999916
218001006,Ecuador,Sigsig,25.12000084
218002001,Ecuador,"Guaranda, Echeandía, Las Naves",39.20999908
218002002,Ecuador,"Chillanes, San Miguel",39.93999863
218002003,Ecuador,"Chimbo, Caluma",50.45999908
218004001,Ecuador,"Tulcán, San Pedro de Huaca",42.56999969
218004002,Ecuador,"Bolívar, Montúfar",34.90999985
218004003,Ecuador,"Espejo, Mira",40.58000183
218005001,Ecuador,"Latacunga, Sigchos",45.68000031
218005002,Ecuador,"La Maná, Pujilí",27.94000053
218005003,Ecuador,Salcedo,32.70000076
218005004,Ecuador,Saquisilí,31.51000023
218005005,Ecuador,Pangua,25.12999916
218006001,Ecuador,"Riobamba, Chambo",61.18999863
218006002,Ecuador,"Alausí, Chunchi, Cumandá",28.11000061
218006003,Ecuador,"Colta, Pallatanga",28.75
218006004,Ecuador,"Guano, Penipe",31.40999985
218006005,Ecuador,Guamote,15.78999996
218007001,Ecuador,"Machala, El Guabo",52.25999832
218007002,Ecuador,"Arenillas, Huaquillas, Las Lajas",41.72999954
218007003,Ecuador,"Chilla, Pasaje",47.68999863
218007004,Ecuador,Santa Rosa,47.22000122
218007005,Ecuador,"Atahualpa, Portovelo, Zaruma",43.13000107
218007006,Ecuador,"Balsas, Marcabelí, Piñas",49.84999847
218009001,Ecuador,"Quinindé, Atacames, La Concordia, Balzar, Colimes, El Empalme, Palestina, Quevedo, Buena Fé, Valencia, Mocache, Chone, El Carmen, Flavio Alfaro, Jama, Sucre, San Vicente, Quito, San Miguel de los Bancos, Pedro Vicente Maldonado, Puerto Quito",53.34000015
218009002,Ecuador,"Guayaquil, Balao, Playas, Durán",57.99000168
218009003,Ecuador,"Biblián, Cañar, La Troncal, El Tambo, Suscal, Alfredo Baquerizo Moreno (Jujan), El Triunfo, Milagro, Naranjito, San Jacinto de Yaguachi, Simón Bolívar, Coronel Marcelino Maridueña, General Antonio Elizalde, El Piedrero",38.56999969
218009004,Ecuador,Portoviejo,56.25
218009005,Ecuador,"Daule, Pedro Carbo, Santa Lucía, Lomas de Sargentillo, Nobol, Isidro Ayora",34.84999847
218009006,Ecuador,Manta,54.27000046
218009007,Ecuador,"Babahoyo, Montalvo",44.34000015
218009008,Ecuador,"La Libertad, Salinas",42.83000183
218009009,Ecuador,"Santa Elena, San Cristóbal, Isabela, Santa Cruz",39.95999908
218009010,Ecuador,"Vinces, Palenque",29.29000092
218009011,Ecuador,"Jipijapa, Puerto López",45.15000153
218009012,Ecuador,"Junín, Rocafuerte, Tosagua",35.97999954
218009013,Ecuador,"Montecristi, Jaramijó",35.13000107
218009014,Ecuador,Cayambe,35.68999863
218009015,Ecuador,Rumiñahui,69.37999725
218009016,Ecuador,"Ventanas, Quinsaloma",32.25
218009017,Ecuador,"San Lorenzo, Eloy Alfaro",28.26000023
218009018,Ecuador,Mejía,44.31000137
218009019,Ecuador,"Azogues, Déleg",50.70000076
218009020,Ecuador,"Bolívar, Pichincha",28.95000076
218009021,Ecuador,Naranjal,25.29999924
218009022,Ecuador,Samborondón,56.15000153
218009023,Ecuador,"Santa Ana, Olmedo",30.57999992
218009024,Ecuador,Salitre (Urbina Jado),28.10000038
218009025,Ecuador,Baba,20.29000092
218009026,Ecuador,Paján,21.11000061
218009027,Ecuador,Puebloviejo,26.75
218009028,Ecuador,Pedro Moncayo,31.86000061
218009029,Ecuador,Urdaneta,29.76000023
218009030,Ecuador,24 de Mayo,29.28000069
218009031,Ecuador,Muisne,20.90999985
218010001,Ecuador,"Ibarra, Pimampiro, San Miguel de Urcuquí",51.13000107
218010002,Ecuador,Otavalo,34.63999939
218010003,Ecuador,"Cotacachi, Las Golondrinas",29.36000061
218010004,Ecuador,Antonio Ante,43.18999863
218011001,Ecuador,"Loja, Catamayo",60.22999954
218011002,Ecuador,"Calvas, Espíndola, Macará, Sozoranga, Quilanga",40.31000137
218011003,Ecuador,"Celica, Puyango, Zapotillo, Pindal",26.76000023
218011004,Ecuador,"Chaguarpamba, Gonzanamá, Paltas, Olmedo",36.65999985
218011005,Ecuador,Saraguro,24.87999916
218014001,Ecuador,"Morona, Palora, Santiago, Sucúa, Huamboya, Taisha, Logroño, Pablo Sexto, Tiwintza",38.77000046
218014002,Ecuador,"Gualaquiza, Limón Indanza, San Juan Bosco",43.31999969
218016001,Ecuador,"Mera, Santa Clara, Arajuno, Pastaza",49.59999847
218018001,Ecuador,"Ambato, Cevallos, Mocha, Quero, Tisaleo",47.40999985
218018002,Ecuador,"Patate, San Pedro de Pelileo",34.79999924
218018003,Ecuador,Santiago de Píllaro,36.58000183
218018004,Ecuador,Baños de Agua Santa,59.18999863
218019001,Ecuador,"Zamora, Chinchipe, Nangaritza, Yacuambi, Yantzaza (Yanzatza), El Pangui, Centinela del Condór, Palanda, Paquisha",44.13999939
218021001,Ecuador,"Tena, Archidona, El Chaco, Quijos, Carlos Julio Arosemena Tola, Lago Agrio, Gonzalo Pizarro, Putumayo, Shushufindi, Sucumbíos, Cascales, Cuyabeno, Orellana, Aguarico, La Joya de los Sachas, Loreto",43.41999817
222001001,El Salvador,"Ahuachapán, San Lorenzo",24.06999969
222001002,El Salvador,"Turín, El Refugio, Atiquizaya",23.15999985
222001003,El Salvador,San Francisco Menéndez,3.980000019
222001004,El Salvador,Tacuba,10.82999992
222001005,El Salvador,Jujutla,5.739999771
222001006,El Salvador,"San Pedro Puxtla, Guaymango",6.090000153
222001007,El Salvador,"Apaneca, Concepción de Ataco",14.93999958
222002001,El Salvador,"Santa Ana, San Sebastián Salitrillo",36.27999878
222002002,El Salvador,"Metapán, San Antonio Pajonal, Santiago de la Frontera, Santa Rosa Guachipilín, Masahuat, Texistepeque",10.77000046
222002003,El Salvador,Chalchuapa,27.79000092
222002004,El Salvador,Coatepeque,11.17000008
222002005,El Salvador,"Candelaria de la Frontera, El Porvenir",11.60999966
222002006,El Salvador,El Congo,14.75
222003001,El Salvador,"San Julián, Izalco",21.95999908
222003002,El Salvador,"Nahulingo, Sonsonate",31.80999947
222003003,El Salvador,Acajutla,23.17000008
222003004,El Salvador,Nahuizalco,14.28999996
222003005,El Salvador,Armenia,18.29000092
222003006,El Salvador,"Santa Isabel Ishuatán, Cuisnahuat, Caluco",7.630000114
222003007,El Salvador,San Antonio del Monte,34.04999924
222003008,El Salvador,Sonzacate,37.58000183
222003009,El Salvador,Juayúa,15.22000027
222003010,El Salvador,"Santa Catarina Masahuat, Salcoatitán, Santo Domingo de Guzmán",16.5
222004001,El Salvador,"Agua Caliente, La Palma, San Ignacio, Citalá, San Fernando, San Francisco Morazán, Dulce Nombre de María",11.69999981
222004002,El Salvador,"El Paraíso, San Rafael, Santa Rita, Concepción Quezaltepeque, Ojos de Agua, Comalapa, La Laguna, El Carrizal",16.56999969
222004003,El Salvador,Nueva Concepción,18.44000053
222004004,El Salvador,Chalatenango,35.97000122
222004005,El Salvador,"Nueva Trinidad, Las Vueltas, San Isidro Labrador, Cancasque, Potonico, San Miguel de Mercedes, San Antonio Los Ranchos, Azacualpa, San Luis del Carmen, San Francisco Lempa, San Antonio de la Cruz, Nombre de Jesús, Las Flores, Arcatao",9.369999886
222004006,El Salvador,"La Reina, Tejutla",11.68999958
222005001,El Salvador,"Nuevo Cuscatlán, Santa Tecla",59.36999893
222005002,El Salvador,Colón,35.99000168
222005003,El Salvador,"Sacacoyo, Ciudad Arce",19.20999908
222005004,El Salvador,San Juan Opico,25.47999954
222005005,El Salvador,Quezaltepeque,28.34000015
222005006,El Salvador,"Jicalapa, Tamanique, Chiltiupán, Teotepeque",6.059999943
222005007,El Salvador,La Libertad,21.10000038
222005008,El Salvador,Antiguo Cuscatlán,74.70999908
222005009,El Salvador,"San Matías, San Pablo Tacachico",9.840000153
222005010,El Salvador,"San José Villanueva, Huizúcar",15.57999992
222005011,El Salvador,"Jayaque, Tepecoyo",20
222005012,El Salvador,Zaragoza,35.34999847
222005013,El Salvador,"Comasagua, Talnique",7.619999886
222006001,El Salvador,San Salvador,61.38999939
222006002,El Salvador,Soyapango,54.97999954
222006003,El Salvador,Mejicanos,61.43000031
222006004,El Salvador,Apopa,38.16999817
222006005,El Salvador,Ciudad Delgado,40.36999893
222006006,El Salvador,Ilopango,44.38000107
222006007,El Salvador,Tonacatepeque,34.68999863
222006008,El Salvador,San Martín,34.70000076
222006009,El Salvador,Cuscatancingo,44.29000092
222006010,El Salvador,San Marcos,49.70999908
222006011,El Salvador,"Rosario de Mora, Panchimalco",20.07999992
222006012,El Salvador,"Santo Tomás, Santiago Texacuangos",38.45999908
222006013,El Salvador,Ayutuxtepeque,51.65000153
222006014,El Salvador,"Aguilares, El Paisnal",19.45000076
222006015,El Salvador,Nejapa,27.97999954
222006016,El Salvador,Guazapa,25.20999908
222007001,El Salvador,"San Bartolomé Perulapía, San Pedro Perulapán",15
222007002,El Salvador,Cojutepeque,29.64999962
222007003,El Salvador,"Suchitoto, Tenancingo, San José Guayabal, Oratorio de Concepción, El Rosario",12.43999958
222007004,El Salvador,"San Rafael Cedros, El Carmen",11.68999958
222007005,El Salvador,"San Cristóbal, Candelaria, San Ramón, Santa Cruz Analquito",11.68999958
222007006,El Salvador,"Santa Cruz Michapa, Monte San Juan",19.01000023
222008001,El Salvador,"Zacatecoluca, San Luis la Herradura",25.29999924
222008002,El Salvador,"El Rosario, Santiago Nonualco",19.70999908
222008003,El Salvador,"Olocuilta, San Juan Talpa, Cuyultitán",27.06999969
222008004,El Salvador,"San Juan Nonualco, San Rafael Obrajuelo",27.39999962
222008005,El Salvador,"San Antonio Masahuat, Tapalhuaca, San Francisco Chinameca, San Juan Tepezontes, San Emigdio, San Miguel Tepezontes",17.32999992
222008006,El Salvador,San Pedro Masahuat,13.39999962
222008007,El Salvador,"San Pedro Nonualco, Santa María Ostuma, Paraíso de Osorio, Jerusalén, Mercedes la Ceiba",19.54000092
222008008,El Salvador,San Luis Talpa,10.38000011
222009001,El Salvador,"San Isidro, Jutiapa, Tejutepeque, Cinquera, Sensuntepeque, Victoria, Guacotecti, Dolores",9.279999733
222009002,El Salvador,Ilobasco,16.37000084
222010001,El Salvador,San Vicente,32.79999924
222010002,El Salvador,"San Sebastián, Verapaz, Santo Domingo, San Lorenzo, Tepetitán, San Cayetano Istepeque, Guadalupe",33
222010003,El Salvador,"Apastepeque, San Ildefonso, Santa Clara, San Esteban Catarina",22.97999954
222010004,El Salvador,Tecoluca,5.610000134
222011001,El Salvador,"Santa Elena, Ozatlán, Santa María, Ereguayquín, Usulután, San Dionisio",29.81999969
222011002,El Salvador,"San Agustín, Jiquilisco, San Francisco Javier, Puerto El Triunfo",19.20999908
222011003,El Salvador,"Santiago de María, Jucuapa, Alegría",32.90000153
222011004,El Salvador,"Estanzuelas, Nueva Granada, El Triunfo, San Buenaventura, Mercedes Umaña",19.20000076
222011005,El Salvador,"Berlín, Tecapán, California",15.61999989
222011006,El Salvador,"Concepción Batres, Jucuarán",15.23999977
222012001,El Salvador,"Quelepa, San Miguel, San Rafael Oriente, El Tránsito, Uluazapa, Comacarán",35.47000122
222012002,El Salvador,"Nueva Guadalupe, Chinameca, San Jorge",27.78000069
222012003,El Salvador,"Lolotique, Moncagua",19.42000008
222012004,El Salvador,"Sesori, Nuevo Edén de San Juan, San Gerardo, San Luis de la Reina, Chapeltique",10.07999992
222012005,El Salvador,"Carolina, San Antonio, Ciudad Barrios",6.769999981
222012006,El Salvador,Chirilagua,8.489999771
222013001,El Salvador,"Guatajiagua, Sensembra, Yamabal, San Carlos, El Divisadero, Jocoro",18.5
222013002,El Salvador,"Cacaopera, San Fernando, Arambala, Perquín, Jocoaitique, Torola, El Rosario, Meanguera, Joateca",7.610000134
222013003,El Salvador,"Corinto, Sociedad",6.730000019
222013004,El Salvador,"Chilanga, San Isidro, San Simón, Gualococti",5.929999828
222013005,El Salvador,"Lolotiquillo, Delicias de Concepción, Yoloaiquín, Oscicala",19.31999969
222013006,El Salvador,San Francisco Gotera,27.10000038
222014001,El Salvador,"Anamorós, Nueva Esparta, Lislique, Polorós, Concepción de Oriente",4.960000038
222014002,El Salvador,"Conchagua, Meanguera del Golfo",12.02999973
222014003,El Salvador,"San Alejo, Intipucá, El Carmen",7.75
222014004,El Salvador,La Unión,15.14999962
222014005,El Salvador,Santa Rosa de Lima,29.40999985
222014006,El Salvador,"Pasaquina, El Sauce",13.15999985
222014007,El Salvador,"Yucuaiquín, Bolívar, San José, Yayantique",14.55000019
320001001,Guatemala,Guatemala,38.88999939
320001002,Guatemala,Mixco,36.54999924
320001003,Guatemala,Villa Nueva,25.62000084
320001004,Guatemala,San Juan Sacatepéquez,10.39999962
320001005,Guatemala,Villa Canales,17.81999969
320001006,Guatemala,Petapa,33.43999863
320001007,Guatemala,Chinautla,16.46999931
320001008,Guatemala,Amatitlán,20.02000046
320001009,Guatemala,Santa Catarina Pinula,26.5
320001010,Guatemala,Palencia,8.920000076
320001011,Guatemala,San José Pinula,16.61000061
320001012,Guatemala,San Pedro Ayampuc,9.680000305
320001013,Guatemala,"Chuarrancho, San José El Golfo, San Raymundo",8.18999958
320001014,Guatemala,San Pedro Sacatepéquez (Guatemala),9.609999657
320001015,Guatemala,Fraijanes,21.29999924
320002001,Guatemala,"El Jícaro, Guastatoya, Morazán, San Cristóbal Acasaguastlán, Sansare",13.85999966
320002002,Guatemala,"San Antonio La Paz, Sanarate",14.28999996
320002003,Guatemala,San Agustín Acasaguastlán,8.579999924
320003001,Guatemala,"Antigua Guatemala, Jocotenango",37.04999924
320003002,Guatemala,"Pastores, Santa Catarina Barahona, Sumpango",16.5
320003003,Guatemala,"Ciudad Vieja, San Antonio Aguas Calientes",17.76000023
320003004,Guatemala,"San Bartolomé Milpas Altas, San Lucas Sacatepéquez, Santa Lucía Milpas Altas",28.68000031
320003005,Guatemala,"Santiago Sacatepéquez, Santo Domingo Xenacoj",9.789999962
320003006,Guatemala,"Alotenango, San Miguel Dueñas",12.55000019
320003007,Guatemala,"Magdalena Milpas Altas, Santa María de Jesús",4.559999943
320004001,Guatemala,"San José Poaquil, Santa Apolonia, Tecpán Guatemala",9.289999962
320004002,Guatemala,Chimaltenango,23.21999931
320004003,Guatemala,San Martín Jilotepeque,6.079999924
320004004,Guatemala,"Acatenango, Pochuta, Yepocapa",7.079999924
320004005,Guatemala,"El Tejar, Parramos, San Andrés Itzapa",10.90999985
320004006,Guatemala,Patzún,12.69999981
320004007,Guatemala,Comalapa,10.25
320004008,Guatemala,"Santa Cruz Balanyá, Zaragoza",14.17000008
320004009,Guatemala,Patzicía,8.920000076
320005001,Guatemala,Escuintla,20.12000084
320005002,Guatemala,"Nueva Concepción, Tiquisate",9.170000076
320005003,Guatemala,"Santa Lucía Cotzumalguapa, Siquinalá",11.81000042
320005004,Guatemala,"Iztapa, La Democracia (Escuintla), Masagua",8.960000038
320005005,Guatemala,La Gomera,5.989999771
320005006,Guatemala,San José (Puerto),9.479999542
320005007,Guatemala,Palin,11.81000042
320005008,Guatemala,"Guanagazapa, San Vicente Pacaya",5.329999924
320006001,Guatemala,"Cuilapa, Santa María Ixhuatán",8.56000042
320006002,Guatemala,"Barberena, Santa Cruz Naranjo",13.64999962
320006003,Guatemala,"Casillas, San Rafael Las Flores, Santa Rosa de Lima",5.980000019
320006004,Guatemala,Chiquimulilla,14.38000011
320006005,Guatemala,"Guazacapán, Pueblo Nuevo Viñas",9.43999958
320006006,Guatemala,Nueva Santa Rosa,6.730000019
320006007,Guatemala,"Oratorio, San Juan Tecuaco",5.929999828
320006008,Guatemala,Taxisco,9.170000076
320007001,Guatemala,"San Marcos La Laguna, Santa Cruz La Laguna, Sololá",10.30000019
320007002,Guatemala,"San Juan La Laguna, San Pedro La Laguna, Santa Catarina Ixtahuacán, Santa María Visitación",9.720000267
320007003,Guatemala,"Nahualá, San José Chacayá",5.730000019
320007004,Guatemala,"San Antonio Palopó, San Lucas Tolimán, Santiago Atitlán",6.25
320007005,Guatemala,"San Pablo La Laguna, Santa Clara La Laguna, Santa Lucía Utatlán",10.38000011
320007006,Guatemala,"Concepción (Sololá), Panajachel, San Andrés Semetabaj (Sololá), Santa Catarina Palopó",16.87999916
320008001,Guatemala,"Momostenango, San Bartolo, Santa Lucía La Reforma",2.900000095
320008002,Guatemala,Totonicapán,13.81999969
320008003,Guatemala,San Francisco El Alto,3.460000038
320008004,Guatemala,Santa María Chiquimula,0.5899999738
320008005,Guatemala,San Cristóbal Totonicapán,11.88000011
320008006,Guatemala,San Andrés Xecul,5.860000134
320009001,Guatemala,"Almolonga, La Esperanza, Quezaltenango, Salcajá",35.88000107
320009002,Guatemala,"Coatepeque, Flores Costa Cuca",16.78000069
320009003,Guatemala,"Ostuncalco, Palestina de los Altos",8.170000076
320009004,Guatemala,Colomba,11.17000008
320009005,Guatemala,"San Carlos Sija, Sibilia",7.440000057
320009006,Guatemala,"El Palmar, Zunil",9.390000343
320009007,Guatemala,Cantel,10.55000019
320009008,Guatemala,Génova,2.789999962
320009009,Guatemala,"Cabricán, Huitán",7.599999905
320009010,Guatemala,"Cajolá, San Francisco La Unión, San Miguel Siguilá",1.75999999
320009011,Guatemala,Olintepeque,10.85999966
320009012,Guatemala,"Concepción Chiquirichapa, San Mateo",13.77000046
320009013,Guatemala,San Martín Sacatepéquez,3.809999943
320010001,Guatemala,"Mazatenango, San Francisco Zapotitlán",29.11000061
320010002,Guatemala,"Cuyotenango, Pueblo Nuevo, Zunilito",10.73999977
320010003,Guatemala,"San Gabriel, San José El Idolo, San Lorenzo (Suchitepéquez), Santo Domingo Suchitepéquez",5.300000191
320010004,Guatemala,"Chicacao, San Miguel Panán",4.260000229
320010005,Guatemala,San Antonio Suchitepéquez,9.359999657
320010006,Guatemala,"Patulul, San Juan Bautista",10.52000046
320010007,Guatemala,"Río Bravo, Santa Bárbara (Suchitepéquez)",2
320010008,Guatemala,"Samayac, San Bernardino",8.420000076
320010009,Guatemala,"San Pablo Jocopilas, Santo Tomás La Unión",12.09000015
320011001,Guatemala,"Retalhuleu, Santa Cruz Muluá",21.56999969
320011002,Guatemala,"Nuevo San Carlos, San Felipe",12.31000042
320011003,Guatemala,San Andrés Villa Seca,4.809999943
320011004,Guatemala,"San Martín Zapotitlán, San Sebastián",13.64999962
320011005,Guatemala,El Asintal,6.170000076
320011006,Guatemala,Champerico,5.789999962
320012001,Guatemala,"San Cristóbal Cucho, San Pedro Sac (San Marcos)",19.35000038
320012002,Guatemala,Malacatán,9.5
320012003,Guatemala,"El Quetzal, Esquipulas Palo Gordo, La Reforma, Nuevo Progreso",8.210000038
320012004,Guatemala,"Concepción Tutuapa, San José Ojetenán",3.160000086
320012005,Guatemala,Tacaná,1.309999943
320012006,Guatemala,"Sibinal, Tajumulco",2.289999962
320012007,Guatemala,Comitancillo,4.860000134
320012008,Guatemala,"Ayutla, Pajapita",14.67000008
320012009,Guatemala,"San Miguel Ixtahuacán, Sipacapa",1.850000024
320012010,Guatemala,San Pablo,6.510000229
320012011,Guatemala,San Marcos,31.17000008
320012012,Guatemala,El Tumbador,4.980000019
320012013,Guatemala,Ocós,4.869999886
320012014,Guatemala,"Río Blanco, San Antonio Sacatepéquez, San Lorenzo (San Marcos)",9.760000229
320012015,Guatemala,Tejutla,6.539999962
320012016,Guatemala,"El Rodeo, San Rafael Pie de la Cuesta",10.72999954
320012017,Guatemala,Catarina,8.56000042
320012018,Guatemala,Ixchiguán,1.039999962
320013001,Guatemala,Huehuetenango,33.70999908
320013002,Guatemala,Barillas,4.079999924
320013003,Guatemala,Chiantla,8.770000458
320013004,Guatemala,"San Juan Ixcoy, San Sebastián Coatán, Santa Eulalia",1.600000024
320013005,Guatemala,"Cuilco, Tectitán",1.919999957
320013006,Guatemala,"Concepción (Huehuetenango), San Miguel Acatán, San Rafael La Independencia",2.730000019
320013007,Guatemala,Aguacatán,5.489999771
320013008,Guatemala,"San Juan Atitán, San Rafael Petzal, San Sebastián (Huehuetenango)",3.619999886
320013009,Guatemala,"La Democracia (Huehuetenango), San Antonio Huista, Santa Ana Huista",9.779999733
320013010,Guatemala,"San Gaspar Ixchil, Ixtahuacán",4.570000172
320013011,Guatemala,Soloma,3.799999952
320013012,Guatemala,Jacaltenango,10.14999962
320013013,Guatemala,"Santiago Chimaltenango, Todos Santos Cuchumatán",2.930000067
320013014,Guatemala,"Malacatancito, Santa Bárbara (Huehuetenango)",4.21999979
320013016,Guatemala,Nentón,3.25999999
320013017,Guatemala,La Libertad (Huehuetenango),2.75
320013018,Guatemala,San Pedro Necta,5.099999905
320013019,Guatemala,Colotenango,2.269999981
320014001,Guatemala,"Chicamán, Ixcán, Uspantán",2.869999886
320014002,Guatemala,Chichicastenango,3.440000057
320014003,Guatemala,Santa Cruz del Quiché,15.65999985
320014004,Guatemala,"Joyabaj, Pachalúm",2.640000105
320014005,Guatemala,Nebaj,7.869999886
320014006,Guatemala,"Cunén, San Andrés Sajcabajá (Quiché)",3.160000086
320014007,Guatemala,"Sacapulas, San Bartolomé Jocotenango",4.46999979
320014008,Guatemala,"Canillá, Zacualpa",1.929999948
320014009,Guatemala,Chajul,1.49000001
320014010,Guatemala,"Chiché, Chinique",4.900000095
320014011,Guatemala,"Patizité, San Antonio Ilotenango",1.970000029
320014012,Guatemala,San Pedro Jocopilas,1.279999971
320014013,Guatemala,San Juan Cotzal,6.329999924
320015001,Guatemala,"Salamá, San Jerónimo",13.89999962
320015002,Guatemala,"Cubulco, Granados, El Chol",6.429999828
320015003,Guatemala,Purulhá,3.549999952
320015004,Guatemala,Rabinal,9.319999695
320015005,Guatemala,San Miguel Chicaj,7.269999981
320016001,Guatemala,San Pedro Carchá,4.829999924
320016002,Guatemala,Cobán,12.93000031
320016003,Guatemala,"Chahal, Fray Bartolomé de las Casas, Cahabón",4.610000134
320016004,Guatemala,"Panzós, Santa Catalina La Tinta",1.970000029
320016005,Guatemala,"Lanquín, Senahú",0.7200000286
320016006,Guatemala,Chisec,2.930000067
320016007,Guatemala,"Santa Cruz Verapaz, Tactic",10.02000046
320016008,Guatemala,San Cristóbal Verapaz,5.460000038
320016009,Guatemala,"Tamahú, Tucurú",3.480000019
320016010,Guatemala,San Juan Chamelco,10.35999966
320017001,Guatemala,"Poptún, San Luis",8.510000229
320017002,Guatemala,"San Francisco, Santa Ana, Sayaxché",5.400000095
320017003,Guatemala,La Libertad (Petén),3.24000001
320017004,Guatemala,"Flores, Melchor de Mencos",17.36000061
320017005,Guatemala,Dolores,2.559999943
320017006,Guatemala,San Benito,26.97999954
